"Status","Year","Ethnicity","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chinese","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","AA/AO","150","140","22200","21430"
"In post","2021","Chinese","Operational Delivery","EO","110","100","26870","26320"
"In post","2021","Chinese","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","SEO/HEO","70","60","37710","35900"
"In post","2021","Chinese","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","G6/G7","50","40","[c]","[c]"
"In post","2021","Chinese","Policy","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","SEO/HEO","60","60","37560","36880"
"In post","2021","Chinese","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Social Research","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Statistics","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tax","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","AA/AO","70","60","21480","21010"
"In post","2021","Chinese","Unknown","EO","80","80","28610","27570"
"In post","2021","Chinese","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Veterinarian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Commercial","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Communications","SEO/HEO","60","60","38070","38370"
"In post","2021","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data and Technology","EO","30","30","[c]","[c]"
"In post","2021","Mixed","Digital, Data and Technology","G6/G7","60","60","57390","56690"
"In post","2021","Mixed","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Digital, Data and Technology","SEO/HEO","100","100","37960","37320"
"In post","2021","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Economics","G6/G7","40","40","[c]","[c]"
"In post","2021","Mixed","Economics","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Economics","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","G6/G7","40","40","[c]","[c]"
"In post","2021","Mixed","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Finance","SEO/HEO","70","70","37800","37920"
"In post","2021","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","G6/G7","50","40","[c]","[c]"
"In post","2021","Mixed","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Human Resources","SEO/HEO","70","70","36980","36620"
"In post","2021","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inspector of Education and Training","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Intelligence Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","EO","40","40","[c]","[c]"
"In post","2021","Mixed","Legal","G6/G7","170","160","58230","57100"
"In post","2021","Mixed","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Legal","SEO/HEO","50","50","39320","38640"
"In post","2021","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Medicine","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Operational Delivery","AA/AO","1110","1020","23810","22350"
"In post","2021","Mixed","Operational Delivery","EO","660","620","27830","26780"
"In post","2021","Mixed","Operational Delivery","G6/G7","100","100","61650","57900"
"In post","2021","Mixed","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
