"Status","Year","Disability","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Commercial","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Westminster","80","80","44470","40650"
"In post","2021","Declared disabled","Commercial","Wiltshire","40","30","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Commercial","York","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cardiff and Vale of Glamorgan","50","50","29000","25560"
"In post","2021","Declared disabled","Communications","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Nottingham","40","40","[c]","[c]"
"In post","2021","Declared disabled","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Suffolk","[c]","[c]","[c]","[c]"
