"Status","Year","Sexual_orientation","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","LGBO","65+","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","65+","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","LGBO","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","16-19","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","City of Edinburgh","50","50","24320","20850"
"New entrant CS","2021","Undeclared","20-29","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Lambeth","60","50","30520","31060"
"New entrant CS","2021","Undeclared","20-29","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Manchester","40","30","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","20-29","Suffolk","[c]","[c]","[c]","[c]"
