"Status","Year","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Submarine Delivery Agency","Ministry of Defence","60","50","37870","36500"
"In post","2021","Digital, Data & Technology","The National Archives","The National Archives","100","100","40120","39390"
"In post","2021","Digital, Data & Technology","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Hydrographic Office","Ministry of Defence","190","190","38770","35340"
"In post","2021","Digital, Data & Technology","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","210","200","44100","41600"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","United Kingdom Statistics Authority","600","590","40840","36840"
"In post","2021","Digital, Data & Technology","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office (excl. agencies)","Cabinet Office","90","90","46340","41820"
"In post","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","Department for Business, Energy and Industrial Strategy","60","50","30930","27460"
"In post","2021","Finance","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Attorney General's Departments","90","90","32650","30130"
"In post","2021","Finance","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Ministry of Defence","420","400","37280","31600"
"In post","2021","Finance","Defence Science and Technology Laboratory","Ministry of Defence","60","60","40980","38990"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","130","130","53060","53860"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","70","70","57470","61730"
"In post","2021","Finance","Department for Education (excl. agencies)","Department for Education","400","380","42620","40400"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","400","390","43210","38060"
"In post","2021","Finance","Department for International Trade","Department for International Trade","90","90","47730","44030"
"In post","2021","Finance","Department for Transport (excl. agencies)","Department for Transport","150","150","47760","46710"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","430","420","40100","36820"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Department for Transport","140","130","32910","30730"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Department for Transport","90","80","38780","34040"
"In post","2021","Finance","Education and Skills Funding Agency","Department for Education","130","130","44530","43250"
"In post","2021","Finance","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Foreign, Commonwealth and Development Office","60","50","37800","29760"
"In post","2021","Finance","Food Standards Agency","Food Standards Agency","50","50","41000","37910"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","230","220","44060","39630"
"In post","2021","Finance","Forestry and Land Scotland","Scottish Government","50","40","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Legal Department","Attorney General's Departments","40","40","[c]","[c]"
"In post","2021","Finance","Government Property Agency","Other Cabinet Office Agencies","40","30","[c]","[c]"
"In post","2021","Finance","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Finance","HM Courts and Tribunals Service","Ministry of Justice","260","250","37950","33950"
"In post","2021","Finance","HM Land Registry","HM Land Registry","50","50","48870","46800"
"In post","2021","Finance","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","2440","2180","32630","28130"
"In post","2021","Finance","HM Treasury (excl. agencies)","HM Treasury","100","90","49460","52530"
"In post","2021","Finance","Insolvency Service","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Finance","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Met Office","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","1600","1540","38050","33300"
"In post","2021","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","110","110","52740","53130"
"In post","2021","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","500","490","44910","41560"
"In post","2021","Finance","National Crime Agency","National Crime Agency","50","40","[c]","[c]"
"In post","2021","Finance","National Savings and Investments","Chancellor's other departments","30","30","[c]","[c]"
"In post","2021","Finance","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","40","30","[c]","[c]"
"In post","2021","Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2021","Finance","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Public Health England","Department of Health and Social Care","150","150","43330","38750"
"In post","2021","Finance","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Scottish Prison Service","Scottish Government","70","70","31400","25870"
"In post","2021","Finance","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Submarine Delivery Agency","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Finance","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Export Finance","UK Export Finance","50","50","[c]","[c]"
"In post","2021","Finance","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Finance","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Finance","United Kingdom Statistics Authority","United Kingdom Statistics Authority","60","60","37140","29840"
"In post","2021","Finance","Valuation Office Agency","HM Revenue and Customs","50","40","[c]","[c]"
"In post","2021","Finance","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
