"Status","Year","Region_ITL1","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Declared non-disabled","70","70","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Unknown","Unknown","200","190","36940","29370"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Declared disabled","160","160","25960","27570"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Declared non-disabled","1220","1190","26200","25560"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Undeclared","50","50","27320","27570"
"New entrant CS","2021","East Midlands (England)","Heterosexual / straight","Unknown","140","140","30370","24250"
"New entrant CS","2021","East Midlands (England)","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","Declared non-disabled","80","80","26760","27570"
"New entrant CS","2021","East Midlands (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Declared non-disabled","60","60","26480","27570"
"New entrant CS","2021","East Midlands (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Unknown","660","630","24950","22850"
"New entrant CS","2021","East of England","Heterosexual / straight","Declared disabled","200","200","26410","27570"
"New entrant CS","2021","East of England","Heterosexual / straight","Declared non-disabled","1670","1620","27200","27570"
"New entrant CS","2021","East of England","Heterosexual / straight","Undeclared","60","60","28270","27710"
"New entrant CS","2021","East of England","Heterosexual / straight","Unknown","160","160","30400","26970"
"New entrant CS","2021","East of England","LGBO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","East of England","LGBO","Declared non-disabled","110","110","26140","27570"
"New entrant CS","2021","East of England","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Declared non-disabled","50","50","28440","27570"
"New entrant CS","2021","East of England","Undeclared","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Unknown","630","610","25840","24500"
"New entrant CS","2021","London","Heterosexual / straight","Declared disabled","660","640","33170","31060"
"New entrant CS","2021","London","Heterosexual / straight","Declared non-disabled","6510","6370","34920","31060"
"New entrant CS","2021","London","Heterosexual / straight","Undeclared","300","290","35480","31060"
"New entrant CS","2021","London","Heterosexual / straight","Unknown","1120","1100","37890","32940"
"New entrant CS","2021","London","LGBO","Declared disabled","170","170","33410","31060"
"New entrant CS","2021","London","LGBO","Declared non-disabled","620","600","34650","31060"
"New entrant CS","2021","London","LGBO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","London","LGBO","Unknown","110","110","36490","32790"
"New entrant CS","2021","London","Undeclared","Declared disabled","90","90","31130","31060"
"New entrant CS","2021","London","Undeclared","Declared non-disabled","490","470","36060","32320"
"New entrant CS","2021","London","Undeclared","Undeclared","200","190","39630","32330"
"New entrant CS","2021","London","Undeclared","Unknown","110","110","35600","32710"
"New entrant CS","2021","London","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Unknown","Declared non-disabled","100","90","37970","33570"
"New entrant CS","2021","London","Unknown","Undeclared","160","160","39380","34710"
"New entrant CS","2021","London","Unknown","Unknown","4410","4360","36360","31060"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Declared disabled","190","190","24700","21010"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Declared non-disabled","1540","1510","24460","21010"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Undeclared","60","50","24920","21010"
"New entrant CS","2021","North East (England)","Heterosexual / straight","Unknown","140","130","29020","25000"
"New entrant CS","2021","North East (England)","LGBO","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Declared non-disabled","120","120","24180","21010"
"New entrant CS","2021","North East (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Undeclared","Declared non-disabled","70","70","25250","21010"
"New entrant CS","2021","North East (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North East (England)","Unknown","Unknown","1020","1000","23840","21010"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Declared disabled","340","330","25710","24830"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Declared non-disabled","2690","2640","26440","23560"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Undeclared","90","90","24900","22090"
"New entrant CS","2021","North West (England)","Heterosexual / straight","Unknown","480","480","31890","28840"
"New entrant CS","2021","North West (England)","LGBO","Declared disabled","70","70","24720","22920"
"New entrant CS","2021","North West (England)","LGBO","Declared non-disabled","260","260","25270","25560"
"New entrant CS","2021","North West (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","LGBO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Declared non-disabled","120","110","27720","24000"
"New entrant CS","2021","North West (England)","Undeclared","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","North West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Unknown","1770","1730","25860","22850"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Declared non-disabled","100","100","24530","20140"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Unknown","Unknown","190","180","23010","20140"
"New entrant CS","2021","Overseas","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Declared disabled","210","200","26140","26160"
"New entrant CS","2021","Scotland","Heterosexual / straight","Declared non-disabled","1790","1760","27130","25560"
"New entrant CS","2021","Scotland","Heterosexual / straight","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Heterosexual / straight","Unknown","140","130","30370","26830"
"New entrant CS","2021","Scotland","LGBO","Declared disabled","60","60","26550","26160"
"New entrant CS","2021","Scotland","LGBO","Declared non-disabled","180","180","26210","24900"
"New entrant CS","2021","Scotland","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","Declared non-disabled","120","120","28240","23450"
"New entrant CS","2021","Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Undeclared","Unknown","80","70","24200","20850"
"New entrant CS","2021","Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Declared non-disabled","130","130","27640","25140"
"New entrant CS","2021","Scotland","Unknown","Unknown","1660","1610","28110","22330"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Declared disabled","300","290","27290","27570"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Declared non-disabled","2850","2770","27890","27570"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Undeclared","120","120","28290","27570"
"New entrant CS","2021","South East (England)","Heterosexual / straight","Unknown","390","380","30860","27760"
"New entrant CS","2021","South East (England)","LGBO","Declared disabled","70","70","26930","27570"
"New entrant CS","2021","South East (England)","LGBO","Declared non-disabled","260","250","26790","27570"
"New entrant CS","2021","South East (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Undeclared","Declared non-disabled","160","150","27760","27570"
"New entrant CS","2021","South East (England)","Undeclared","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Undeclared","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","South East (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Unknown","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Unknown","Unknown","1280","1220","27060","24880"
"New entrant CS","2021","South West (England)","Heterosexual / straight","Declared disabled","260","250","27530","27570"
"New entrant CS","2021","South West (England)","Heterosexual / straight","Declared non-disabled","2650","2540","28880","27570"
"New entrant CS","2021","South West (England)","Heterosexual / straight","Undeclared","90","80","29940","27570"
"New entrant CS","2021","South West (England)","Heterosexual / straight","Unknown","320","310","30600","27130"
"New entrant CS","2021","South West (England)","LGBO","Declared disabled","60","60","24830","26240"
"New entrant CS","2021","South West (England)","LGBO","Declared non-disabled","200","190","27020","27500"
"New entrant CS","2021","South West (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Undeclared","Declared non-disabled","150","140","29080","27570"
"New entrant CS","2021","South West (England)","Undeclared","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","South West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Unknown","Declared non-disabled","170","170","33240","30930"
"New entrant CS","2021","South West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Unknown","Unknown","930","890","28140","25460"
"New entrant CS","2021","Unknown","Heterosexual / straight","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Declared non-disabled","240","240","29990","27570"
"New entrant CS","2021","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","540","530","36840","28000"
"New entrant CS","2021","Wales","Heterosexual / straight","Declared disabled","120","120","26350","23050"
"New entrant CS","2021","Wales","Heterosexual / straight","Declared non-disabled","1250","1210","25780","22850"
"New entrant CS","2021","Wales","Heterosexual / straight","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Wales","Heterosexual / straight","Unknown","230","230","29190","24560"
"New entrant CS","2021","Wales","LGBO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Wales","LGBO","Declared non-disabled","130","130","25260","22850"
"New entrant CS","2021","Wales","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Undeclared","Declared non-disabled","60","50","27580","26850"
"New entrant CS","2021","Wales","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Unknown","Unknown","980","940","24860","21590"
"New entrant CS","2021","West Midlands (England)","Heterosexual / straight","Declared disabled","200","200","27120","27570"
"New entrant CS","2021","West Midlands (England)","Heterosexual / straight","Declared non-disabled","1650","1590","27120","25880"
"New entrant CS","2021","West Midlands (England)","Heterosexual / straight","Undeclared","70","60","27940","27570"
"New entrant CS","2021","West Midlands (England)","Heterosexual / straight","Unknown","270","270","32990","29360"
"New entrant CS","2021","West Midlands (England)","LGBO","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","LGBO","Declared non-disabled","130","120","25810","24120"
"New entrant CS","2021","West Midlands (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Undeclared","Declared non-disabled","70","60","26290","24590"
"New entrant CS","2021","West Midlands (England)","Undeclared","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Unknown","Unknown","890","860","26570","22350"
"New entrant CS","2021","Yorkshire and The Humber","Heterosexual / straight","Declared disabled","260","250","27440","27570"
"New entrant CS","2021","Yorkshire and The Humber","Heterosexual / straight","Declared non-disabled","1920","1870","27470","27570"
"New entrant CS","2021","Yorkshire and The Humber","Heterosexual / straight","Undeclared","90","90","27040","27570"
"New entrant CS","2021","Yorkshire and The Humber","Heterosexual / straight","Unknown","280","280","31380","28970"
"New entrant CS","2021","Yorkshire and The Humber","LGBO","Declared disabled","60","60","25830","27570"
"New entrant CS","2021","Yorkshire and The Humber","LGBO","Declared non-disabled","180","180","25890","26370"
"New entrant CS","2021","Yorkshire and The Humber","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","LGBO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Undeclared","Declared non-disabled","80","80","28820","27570"
"New entrant CS","2021","Yorkshire and The Humber","Undeclared","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Unknown","1490","1450","27530","23440"
"New entrant CS","2022","East Midlands (England)","Heterosexual / straight","Declared disabled","280","270","26430","25480"
"New entrant CS","2022","East Midlands (England)","Heterosexual / straight","Declared non-disabled","1770","1710","26570","23390"
"New entrant CS","2022","East Midlands (England)","Heterosexual / straight","Undeclared","80","80","26080","24620"
"New entrant CS","2022","East Midlands (England)","Heterosexual / straight","Unknown","140","130","30560","27570"
"New entrant CS","2022","East Midlands (England)","LGBO","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","LGBO","Declared non-disabled","130","120","25010","23170"
"New entrant CS","2022","East Midlands (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Undeclared","Declared non-disabled","80","70","27180","23370"
"New entrant CS","2022","East Midlands (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Unknown","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Unknown","Unknown","970","920","26040","24800"
"New entrant CS","2022","East of England","Heterosexual / straight","Declared disabled","210","200","27170","26130"
"New entrant CS","2022","East of England","Heterosexual / straight","Declared non-disabled","1640","1580","27860","26130"
"New entrant CS","2022","East of England","Heterosexual / straight","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","East of England","Heterosexual / straight","Unknown","130","120","29620","25520"
"New entrant CS","2022","East of England","LGBO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","East of England","LGBO","Declared non-disabled","110","110","27160","24800"
"New entrant CS","2022","East of England","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","Declared non-disabled","80","80","27050","24250"
"New entrant CS","2022","East of England","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","Declared non-disabled","70","70","26250","25010"
"New entrant CS","2022","East of England","Unknown","Unknown","880","820","27290","24880"
"New entrant CS","2022","London","Heterosexual / straight","Declared disabled","680","660","34950","31060"
"New entrant CS","2022","London","Heterosexual / straight","Declared non-disabled","5700","5570","36660","32330"
"New entrant CS","2022","London","Heterosexual / straight","Undeclared","250","240","35110","32350"
"New entrant CS","2022","London","Heterosexual / straight","Unknown","830","810","37600","32790"
"New entrant CS","2022","London","LGBO","Declared disabled","190","180","33920","32560"
"New entrant CS","2022","London","LGBO","Declared non-disabled","570","560","37220","33210"
"New entrant CS","2022","London","LGBO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","London","LGBO","Unknown","100","100","35700","32790"
"New entrant CS","2022","London","Undeclared","Declared disabled","100","100","35480","32320"
"New entrant CS","2022","London","Undeclared","Declared non-disabled","370","360","36110","32330"
"New entrant CS","2022","London","Undeclared","Undeclared","150","140","38640","34020"
"New entrant CS","2022","London","Undeclared","Unknown","460","300","37730","32790"
"New entrant CS","2022","London","Unknown","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2022","London","Unknown","Declared non-disabled","90","80","38870","34260"
"New entrant CS","2022","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Unknown","Unknown","4200","4110","35680","30750"
"New entrant CS","2022","North East (England)","Heterosexual / straight","Declared disabled","230","230","26380","24000"
"New entrant CS","2022","North East (England)","Heterosexual / straight","Declared non-disabled","2050","2000","26640","23170"
"New entrant CS","2022","North East (England)","Heterosexual / straight","Undeclared","90","90","26110","23970"
"New entrant CS","2022","North East (England)","Heterosexual / straight","Unknown","160","160","29650","25000"
"New entrant CS","2022","North East (England)","LGBO","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","North East (England)","LGBO","Declared non-disabled","200","200","25130","21840"
"New entrant CS","2022","North East (England)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Undeclared","Declared non-disabled","80","70","24600","21300"
"New entrant CS","2022","North East (England)","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Unknown","Declared non-disabled","160","160","23300","21300"
"New entrant CS","2022","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Unknown","Unknown","1100","1060","26080","23140"
"New entrant CS","2022","North West (England)","Heterosexual / straight","Declared disabled","510","490","27400","24900"
"New entrant CS","2022","North West (England)","Heterosexual / straight","Declared non-disabled","3890","3790","27160","24800"
"New entrant CS","2022","North West (England)","Heterosexual / straight","Undeclared","140","140","27780","25020"
"New entrant CS","2022","North West (England)","Heterosexual / straight","Unknown","450","440","30910","28840"
"New entrant CS","2022","North West (England)","LGBO","Declared disabled","120","110","26480","25000"
"New entrant CS","2022","North West (England)","LGBO","Declared non-disabled","370","370","26680","23390"
"New entrant CS","2022","North West (England)","LGBO","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","North West (England)","LGBO","Unknown","50","50","27860","25000"
"New entrant CS","2022","North West (England)","Undeclared","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","Declared non-disabled","160","150","26740","23830"
"New entrant CS","2022","North West (England)","Undeclared","Undeclared","50","50","28590","25630"
"New entrant CS","2022","North West (England)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","Declared non-disabled","230","220","22220","21300"
"New entrant CS","2022","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","Unknown","2720","2610","26930","24880"
"New entrant CS","2022","Northern Ireland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Heterosexual / straight","Declared non-disabled","220","210","29350","26590"
"New entrant CS","2022","Northern Ireland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Northern Ireland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Unknown","Unknown","260","250","26080","21250"
"New entrant CS","2022","Overseas","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Heterosexual / straight","Declared disabled","320","310","27480","27230"
"New entrant CS","2022","Scotland","Heterosexual / straight","Declared non-disabled","3310","3250","29050","27230"
"New entrant CS","2022","Scotland","Heterosexual / straight","Undeclared","80","80","28260","27230"
"New entrant CS","2022","Scotland","Heterosexual / straight","Unknown","340","330","31060","27230"
