"Status","Year","Function_of_post","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Internal Audit","40-49","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","Inner London - West","40","40","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","20-29","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Inner London - West","40","40","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","30-39","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","40-49","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","40-49","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","40-49","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","40-49","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","40-49","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","40-49","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","40-49","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","40-49","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","40-49","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","40-49","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","40-49","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","50-59","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","50-59","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","50-59","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","50-59","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","50-59","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","50-59","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","50-59","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","50-59","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","50-59","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","50-59","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","50-59","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","60-64","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","60-64","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","60-64","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","16-19","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","16-19","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","16-19","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","East Wales","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Hampshire and Isle of Wight","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Inner London - East","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Inner London - West","880","870","35730","33120"
"Leaver Dept.","2021","No function","20-29","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","Unknown","440","440","32140","32000"
"Leaver Dept.","2021","No function","20-29","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","West Midlands","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","20-29","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Inner London - East","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Inner London - West","650","630","47680","51580"
"Leaver Dept.","2021","No function","30-39","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","Unknown","130","130","38900","32000"
"Leaver Dept.","2021","No function","30-39","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","West Midlands","70","60","24560","22570"
"Leaver Dept.","2021","No function","30-39","West Wales and The Valleys","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","30-39","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Inner London - East","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Inner London - West","260","240","58760","55820"
"Leaver Dept.","2021","No function","40-49","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","West Midlands","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","40-49","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Inner London - West","110","110","54160","44850"
"Leaver Dept.","2021","No function","50-59","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","50-59","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","60-64","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","65+","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","65+","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","27670","27540"
"Leaver Dept.","2021","Project Delivery","20-29","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Inner London - West","50","50","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","20-29","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","70","60","36530","35690"
"Leaver Dept.","2021","Project Delivery","30-39","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Inner London - West","50","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","30-39","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Eastern Scotland","[c]","[c]","[c]","[c]"
