"Status","Year","Region_ITL2","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","South West (England)","Male","1820","1800","32120","28590"
"New entrant CS","2022","Greater Manchester","North West (England)","Female","1820","1750","28140","25480"
"New entrant CS","2022","Greater Manchester","North West (England)","Male","1610","1570","29670","26590"
"New entrant CS","2022","Hampshire and Isle of Wight","South East (England)","Female","940","850","27420","24800"
"New entrant CS","2022","Hampshire and Isle of Wight","South East (England)","Male","850","810","30100","26350"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Female","380","360","26650","24470"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","West Midlands (England)","Male","270","260","26900","23630"
"New entrant CS","2022","Highlands and Islands","Scotland","Female","90","90","27750","27230"
"New entrant CS","2022","Highlands and Islands","Scotland","Male","80","80","27670","26930"
"New entrant CS","2022","Inner London - East","London","Female","1680","1620","36710","32000"
"New entrant CS","2022","Inner London - East","London","Male","1200","1180","38250","32330"
"New entrant CS","2022","Inner London - West","London","Female","4440","4250","36810","32940"
"New entrant CS","2022","Inner London - West","London","Male","3330","3240","39000","33650"
"New entrant CS","2022","Kent","South East (England)","Female","600","570","26740","24880"
"New entrant CS","2022","Kent","South East (England)","Male","490","470","26690","24930"
"New entrant CS","2022","Lancashire","North West (England)","Female","950","920","25740","23140"
"New entrant CS","2022","Lancashire","North West (England)","Male","650","640","26190","23140"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Female","670","630","24710","22510"
"New entrant CS","2022","Leicestershire, Rutland and Northamptonshire","East Midlands (England)","Male","390","380","25660","23140"
"New entrant CS","2022","Lincolnshire","East Midlands (England)","Female","250","240","27060","24920"
"New entrant CS","2022","Lincolnshire","East Midlands (England)","Male","200","200","26990","25710"
"New entrant CS","2022","Merseyside","North West (England)","Female","1760","1690","25500","24090"
"New entrant CS","2022","Merseyside","North West (England)","Male","1090","1070","26510","24880"
"New entrant CS","2022","North Eastern Scotland","Scotland","Female","150","150","28160","27230"
"New entrant CS","2022","North Eastern Scotland","Scotland","Male","120","120","33280","27230"
"New entrant CS","2022","North Yorkshire","Yorkshire and The Humber","Female","350","330","30530","26370"
"New entrant CS","2022","North Yorkshire","Yorkshire and The Humber","Male","310","310","31620","28000"
"New entrant CS","2022","Northern Ireland","Northern Ireland","Female","300","300","27850","26590"
"New entrant CS","2022","Northern Ireland","Northern Ireland","Male","300","300","28220","26590"
"New entrant CS","2022","Northumberland, and Tyne and Wear","North East (England)","Female","1730","1660","25510","21300"
"New entrant CS","2022","Northumberland, and Tyne and Wear","North East (England)","Male","1260","1250","27270","24880"
"New entrant CS","2022","Outer London - East and North East","London","Female","430","410","29610","29020"
"New entrant CS","2022","Outer London - East and North East","London","Male","260","260","30720","30460"
"New entrant CS","2022","Outer London - South","London","Female","690","660","32670","30600"
"New entrant CS","2022","Outer London - South","London","Male","480","470","35830","31060"
"New entrant CS","2022","Outer London - West and North West","London","Female","750","710","30710","30120"
"New entrant CS","2022","Outer London - West and North West","London","Male","520","490","31000","29260"
"New entrant CS","2022","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Shropshire and Staffordshire","West Midlands (England)","Female","680","650","26710","23170"
"New entrant CS","2022","Shropshire and Staffordshire","West Midlands (England)","Male","410","400","28960","24880"
"New entrant CS","2022","South Yorkshire","Yorkshire and The Humber","Female","690","660","27510","25000"
"New entrant CS","2022","South Yorkshire","Yorkshire and The Humber","Male","530","520","30590","27570"
"New entrant CS","2022","Southern Scotland","Scotland","Female","430","410","24710","22000"
"New entrant CS","2022","Southern Scotland","Scotland","Male","270","270","24140","21260"
"New entrant CS","2022","Surrey, East and West Sussex","South East (England)","Female","810","770","28470","26140"
"New entrant CS","2022","Surrey, East and West Sussex","South East (England)","Male","520","490","29820","27570"
"New entrant CS","2022","Tees Valley and Durham","North East (England)","Female","780","760","26690","23170"
"New entrant CS","2022","Tees Valley and Durham","North East (England)","Male","440","440","27230","24430"
"New entrant CS","2022","Unknown","Unknown","Female","470","410","29730","28000"
"New entrant CS","2022","Unknown","Unknown","Male","400","370","29200","27270"
"New entrant CS","2022","West Central Scotland","Scotland","Female","1740","1690","28750","27230"
"New entrant CS","2022","West Central Scotland","Scotland","Male","1410","1380","29250","26590"
"New entrant CS","2022","West Midlands","West Midlands (England)","Female","2040","1940","27920","25520"
"New entrant CS","2022","West Midlands","West Midlands (England)","Male","1470","1440","29470","26590"
"New entrant CS","2022","West Wales and The Valleys","Wales","Female","960","910","25110","21840"
"New entrant CS","2022","West Wales and The Valleys","Wales","Male","720","710","26050","22350"
"New entrant CS","2022","West Yorkshire","Yorkshire and The Humber","Female","1860","1730","28690","26310"
"New entrant CS","2022","West Yorkshire","Yorkshire and The Humber","Male","1530","1450","29590","26590"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","","",""
"Region_ITL2","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","",""
"","ITL 2 divides into Northern Ireland, counties in England (most grouped), groups of districts in Greater London, groups of unitary authorities in Wales, groups of council areas in Scotland.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
