"Status","Year","Age","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Defence Equipment and Support","70","70","18710","19040"
"In post","2021","16-19","Declared non-disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Work and Pensions (excl. agencies)","170","160","22640","21010"
"In post","2021","16-19","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Prison and Probation Service","60","60","22480","22850"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs (excl. agencies)","70","70","20660","20140"
"In post","2021","16-19","Declared non-disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","40","30","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","16-19","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","HM Revenue and Customs (excl. agencies)","150","140","20430","20140"
"In post","2021","16-19","Unknown","Home Office (incl. agencies)","40","40","[c]","[c]"
"In post","2021","16-19","Unknown","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Royal Fleet Auxiliary","40","40","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Animal and Plant Health Agency","50","50","[c]","[c]"
"In post","2021","20-29","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Cabinet Office (excl. agencies)","170","170","34290","32000"
"In post","2021","20-29","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","20-29","Declared disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Defence Equipment and Support","160","160","26870","26070"
"In post","2021","20-29","Declared disabled","Defence Science and Technology Laboratory","100","100","28290","28650"
"In post","2021","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","130","130","39230","35140"
"In post","2021","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"In post","2021","20-29","Declared disabled","Department for Education (excl. agencies)","90","90","36250","33190"
"In post","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","110","110","34190","32890"
"In post","2021","20-29","Declared disabled","Department for International Trade","50","50","36940","32120"
"In post","2021","20-29","Declared disabled","Department for Transport (excl. agencies)","50","50","[c]","[c]"
"In post","2021","20-29","Declared disabled","Department for Work and Pensions (excl. agencies)","1130","1100","26320","27570"
"In post","2021","20-29","Declared disabled","Department of Health and Social Care (excl. agencies)","40","40","[c]","[c]"
"In post","2021","20-29","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","120","120","35030","35700"
"In post","2021","20-29","Declared disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","HM Courts and Tribunals Service","150","150","21340","19930"
"In post","2021","20-29","Declared disabled","HM Land Registry","30","30","[c]","[c]"
"In post","2021","20-29","Declared disabled","HM Prison and Probation Service","660","650","25990","24920"
"In post","2021","20-29","Declared disabled","HM Revenue and Customs (excl. agencies)","340","320","28560","25560"
"In post","2021","20-29","Declared disabled","HM Treasury (excl. agencies)","80","80","38490","32320"
"In post","2021","20-29","Declared disabled","Home Office (incl. agencies)","230","220","28670","24890"
"In post","2021","20-29","Declared disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Ministry of Defence (excl. agencies)","220","220","30180","28670"
"In post","2021","20-29","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","70","70","35480","33210"
"In post","2021","20-29","Declared disabled","Ministry of Justice (excl. agencies)","70","70","31240","30850"
"In post","2021","20-29","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office of the Public Guardian","30","30","[c]","[c]"
"In post","2021","20-29","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Public Health England","90","90","26430","23610"
"In post","2021","20-29","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Government (excl. agencies)","130","130","31370","30650"
"In post","2021","20-29","Declared disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","United Kingdom Statistics Authority","80","70","29170","29540"
"In post","2021","20-29","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
